wednes_date	00	10	20	30	40	50	60	70	80	Total
2021-05-12	0.014749262536873156	0.0015122644648096059	0.002568229291511146	0.007814399333171256	0.03377083295303116	0.1749593844286148	1.073043367509393	5.216862277877767	16.584587323301413	1.5093195403449327
2021-05-19	0.014205554371759358	0.0014821402104639098	0.0025417482144218795	0.007725587144622991	0.033387173911081834	0.17521813773207554	1.0675312351731774	5.218642698444759	16.584068382286077	1.4979839032623052
2021-05-26	0.013916916011411871	0.0014616677629174888	0.0025233833523988962	0.008515276405872135	0.034016650255124875	0.17501429136801372	1.0690051482280334	5.221004911220249	16.56193997686183	1.4896723183441019
2021-06-02	0.013729662936774903	0.0014476808153338352	0.002510250188268764	0.008467687305243192	0.033827391284995775	0.17608409986859397	1.0723145037209156	5.232192693535816	16.561707140268215	1.48559348237206
2021-06-09	0.013610997686130393	0.0014391388193305125	0.002501730363501422	0.008433907682446508	0.033713946039942155	0.1782437745740498	1.0731967161747196	5.24147976994751	16.556516228328277	1.4828224798468013
2021-06-16	0.01351990806462516	0.0014349055114720695	0.0024972114472172737	0.008416941620092922	0.03365482548201681	0.17885653960581763	1.0814279230636805	5.243079085410235	16.557310285533283	1.4819170916250295
2021-06-23	0.013484358144552318	0.0014319672365896267	0.0024940143655227454	0.008407035006893769	0.0345093042393353	0.1795973879913863	1.0836760543558148	5.245992122230864	16.55432914140957	1.4813417262690884
2021-06-30	0.013459855979541017	0.0014277555682467161	0.0024869641628464134	0.008393627557957998	0.03447422388798529	0.17946595809556998	1.0830663436742987	5.2463949843260185	16.554733961965493	1.4796007204615065
2021-07-07	0.013414715943389898	0.0014199906280618548	0.0024698269474585483	0.008368060785593547	0.03529920488540996	0.1792208244157923	1.0823896915267475	5.246402967864841	16.55400058782302	1.4757175445312356
2021-07-14	0.013288153611055743	0.0014061335545650126	0.0024403536885946003	0.008324384619866976	0.0351787520337716	0.17876823479385245	1.0821768283174802	5.24167292762334	16.540928803758582	1.4680820948336872
2021-07-21	0.013151837969356216	0.001387963579835665	0.002407067149149904	0.009087904824851289	0.03501737737352161	0.17895119041444058	1.0826113331985254	5.235392654449083	16.51742415698658	1.4585664247201497
2021-07-28	0.012992074834351046	0.0013695065667839877	0.002373924809888188	0.00901964642985995	0.03482985615269409	0.17905719500017217	1.0811565427809147	5.229801886321673	16.508637192856014	1.4494270242515317
2021-08-04	0.012769761205465456	0.0013437970328961514	0.002329934218190573	0.008913956013678871	0.03455454867440112	0.17881281976694444	1.0784419758045827	5.212115183766848	16.47563825961884	1.4346007872287256
2021-08-11	0.012273703590058301	0.0012985157964446638	0.002257795037366508	0.00871763577717723	0.033984706881903144	0.17782293915915154	1.0711658698050752	5.194355038375836	16.442682435156563	1.4090381571053847
2021-08-18	0.011405109489051095	0.0012436882819690073	0.0021883434240280108	0.009232402655854498	0.033292827060409834	0.17616069863162376	1.0607346345011517	5.1839094599581745	16.40492549299545	1.3789055218357555
2021-08-25	0.010184855120435913	0.0011854802380444316	0.0021364630142644515	0.009004750005627967	0.033452729661148324	0.17712675685027435	1.060128954865797	5.16609672691744	16.379463492627465	1.3524857996740187
2021-09-01	0.009044044496698923	0.0011283752524739628	0.002093553947395968	0.009518022008595505	0.03432366417088396	0.17630809229769256	1.0570636462024285	5.1570591936498715	16.342077371489136	1.327051987551637
2021-09-08	0.008143654057575634	0.0010772379618657763	0.0020561183227557466	0.009305854814348197	0.03438870174835286	0.17881198280839053	1.0594493208094602	5.125005998368444	16.29788820420605	1.3039109933121706
2021-09-15	0.00770594128072744	0.0010453580874128434	0.0020277943005461525	0.00986958054282693	0.034654304064564816	0.1786777843954735	1.0591927469270335	5.100754169343135	16.26055278026221	1.2886460295574156
2021-09-22	0.007446848121532561	0.001025104816967535	0.0026769819705264285	0.009760450653950193	0.03428937181870828	0.18272896254056267	1.0611150358270498	5.070854983467171	16.242045133685192	1.2792724025693465
2021-09-29	0.0072442770211532895	0.0010098867916906516	0.0026567657861702055	0.01036333865318051	0.033976111018830316	0.18541119038678183	1.0653836240226824	5.06341005166745	16.201890833567703	1.2717105357049412
2021-10-06	0.007101516173703085	0.0009987615356957373	0.00263732206317705	0.010287078058348307	0.03372984641676598	0.18510452961672474	1.0626780626780625	5.050788091068301	16.176850814444542	1.265586711929707
2021-10-13	0.00698616738857063	0.000988904491604201	0.0026185550813061353	0.010207623052895904	0.03347691208962885	0.18548574078367724	1.06051595729618	5.039029829941455	16.132350420024004	1.2597235238987816
2021-10-20	0.006854714329780306	0.0009763050758100891	0.002594656305339154	0.010100533981563159	0.03313647810783346	0.1838164898709455	1.0626052779337452	5.005759041695462	16.05915522927971	1.250629141607309
2021-10-27	0.006629760997116054	0.0009582307227934343	0.002567855583801967	0.009969294572716034	0.03343776577571982	0.1833430560711553	1.056049735640638	4.961892844955067	15.962649129463344	1.2388701961592161
