date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202052,GR,male,0,sex,100289,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,GR,male,0,sex,100289,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,GR,male,214,sex,100289,214,0.21,0.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.334,33.4
202102,GR,male,566,sex,100289,780,0.56,0.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.299,29.9
202103,GR,male,574,sex,100289,1354,0.57,1.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.316,31.6
202104,GR,male,1420,sex,100289,2774,1.42,2.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.462,46.2
202105,GR,male,672,sex,100289,3446,0.67,3.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.306,30.599999999999998
202106,GR,male,1419,sex,100289,4865,1.41,4.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.387,38.7
202107,GR,male,1242,sex,100289,6107,1.24,6.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.447,44.7
202108,GR,male,1631,sex,100289,7738,1.63,7.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202109,GR,male,1698,sex,100289,9436,1.69,9.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.451,45.1
202110,GR,male,2013,sex,100289,11449,2.01,11.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.45,45
202111,GR,male,1520,sex,100289,12969,1.52,12.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.487,48.699999999999996
202112,GR,male,2407,sex,100289,15376,2.4,15.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.469,46.9
202113,GR,male,2515,sex,100289,17891,2.51,17.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202114,GR,male,2467,sex,100289,20358,2.46,20.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202115,GR,male,3686,sex,100289,24044,3.68,23.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.48,48
202116,GR,male,3930,sex,100289,27974,3.92,27.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.483,48.3
202117,GR,male,4843,sex,100289,32817,4.83,32.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.48,48
202118,GR,male,4047,sex,100289,36864,4.04,36.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202119,GR,male,4806,sex,100289,41670,4.79,41.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.466,46.6
202120,GR,male,5907,sex,100289,47577,5.89,47.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.504,50.4
202121,GR,male,6525,sex,100289,54102,6.51,53.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.495,49.5
202122,GR,male,5141,sex,100289,59243,5.13,59.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.503,50.3
202123,GR,male,6661,sex,100289,65904,6.64,65.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.526,52.6
202124,GR,male,5547,sex,100289,71451,5.53,71.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202125,GR,male,6754,sex,100289,78205,6.73,77.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.541,54.1
202126,GR,male,5166,sex,100289,83371,5.15,83.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202127,GR,male,5484,sex,100289,88855,5.47,88.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.549,54.900000000000006
202128,GR,male,2957,sex,100289,91812,2.95,91.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.545,54.50000000000001
202129,GR,male,4319,sex,100289,96131,4.31,95.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.551,55.1
202130,GR,male,3622,sex,100289,99753,3.61,99.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.545,54.50000000000001
202131,GR,male,1075,sex,100289,100828,1.07,100.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.528,52.800000000000004
202132,GR,male,1663,sex,100289,102491,1.66,102.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.533,53.300000000000004
202133,GR,male,2050,sex,100289,104541,2.04,104.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.54,54
202134,GR,male,2390,sex,100289,106931,2.38,106.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.52,52
202135,GR,male,2686,sex,100289,109617,2.68,109.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.521,52.1
202136,GR,male,3210,sex,100289,112827,3.2,112.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.526,52.6
202137,GR,male,3182,sex,100289,116009,3.17,115.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.547,54.7
202138,GR,male,2802,sex,100289,118811,2.79,118.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.53,53
202139,GR,male,2816,sex,100289,121627,2.81,121.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.527,52.7
202140,GR,male,2743,sex,100289,124370,2.74,124.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.54,54
202141,GR,male,2582,sex,100289,126952,2.57,126.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.552,55.2
202142,GR,male,1549,sex,100289,128501,1.54,128.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.549,54.900000000000006
202143,GR,male,1220,sex,100289,129721,1.22,129.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202052,GR,female,0,sex,99807,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,GR,female,0,sex,99807,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,GR,female,427,sex,99807,427,0.43,0.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.666,66.60000000000001
202102,GR,female,1330,sex,99807,1757,1.33,1.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.701,70.1
202103,GR,female,1240,sex,99807,2997,1.24,3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.684,68.4
202104,GR,female,1651,sex,99807,4648,1.65,4.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.538,53.800000000000004
202105,GR,female,1524,sex,99807,6172,1.53,6.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.694,69.39999999999999
202106,GR,female,2252,sex,99807,8424,2.26,8.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.613,61.3
202107,GR,female,1536,sex,99807,9960,1.54,9.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.553,55.300000000000004
202108,GR,female,1782,sex,99807,11742,1.79,11.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202109,GR,female,2064,sex,99807,13806,2.07,13.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.549,54.900000000000006
202110,GR,female,2459,sex,99807,16265,2.46,16.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.55,55.00000000000001
202111,GR,female,1603,sex,99807,17868,1.61,17.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202112,GR,female,2727,sex,99807,20595,2.73,20.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.531,53.1
202113,GR,female,2633,sex,99807,23228,2.64,23.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202114,GR,female,2570,sex,99807,25798,2.57,25.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202115,GR,female,3988,sex,99807,29786,4,29.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.52,52
202116,GR,female,4213,sex,99807,33999,4.22,34.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.517,51.7
202117,GR,female,5243,sex,99807,39242,5.25,39.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.52,52
202118,GR,female,4230,sex,99807,43472,4.24,43.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202119,GR,female,5505,sex,99807,48977,5.52,49.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202120,GR,female,5814,sex,99807,54791,5.83,54.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.496,49.6
202121,GR,female,6654,sex,99807,61445,6.67,61.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.505,50.5
202122,GR,female,5077,sex,99807,66522,5.09,66.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.497,49.7
202123,GR,female,5989,sex,99807,72511,6,72.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202124,GR,female,5327,sex,99807,77838,5.34,77.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202125,GR,female,5721,sex,99807,83559,5.73,83.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.459,45.9
202126,GR,female,4508,sex,99807,88067,4.52,88.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.466,46.6
202127,GR,female,4498,sex,99807,92565,4.51,92.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.451,45.1
202128,GR,female,2465,sex,99807,95030,2.47,95.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.455,45.5
202129,GR,female,3513,sex,99807,98543,3.52,98.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.449,44.9
202130,GR,female,3017,sex,99807,101560,3.02,101.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.454,45.4
202131,GR,female,961,sex,99807,102521,0.96,102.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.472,47.199999999999996
202132,GR,female,1455,sex,99807,103976,1.46,104.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.467,46.7
202133,GR,female,1740,sex,99807,105716,1.74,105.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.459,45.9
202134,GR,female,2199,sex,99807,107915,2.2,108.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202135,GR,female,2470,sex,99807,110385,2.47,110.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.479,47.9
202136,GR,female,2889,sex,99807,113274,2.89,113.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202137,GR,female,2611,sex,99807,115885,2.62,116.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.449,44.9
202138,GR,female,2469,sex,99807,118354,2.47,118.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.467,46.7
202139,GR,female,2522,sex,99807,120876,2.53,121.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.472,47.199999999999996
202140,GR,female,2332,sex,99807,123208,2.34,123.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.459,45.9
202141,GR,female,2097,sex,99807,125305,2.1,125.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.448,44.800000000000004
202142,GR,female,1270,sex,99807,126575,1.27,126.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.45,45
202143,GR,female,1089,sex,99807,127664,1.09,127.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.468,46.800000000000004
202052,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202102,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202103,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202104,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202105,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202106,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202107,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202108,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202109,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202110,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202111,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202112,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202113,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202114,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202115,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202116,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202117,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202118,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202119,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202120,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202121,GR,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202122,GR,unknown,1,sex,NA,1,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202123,GR,unknown,2,sex,NA,3,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202124,GR,unknown,2,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202125,GR,unknown,0,sex,NA,5,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202126,GR,unknown,5,sex,NA,10,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202127,GR,unknown,1,sex,NA,11,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202128,GR,unknown,1,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202129,GR,unknown,0,sex,NA,12,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202130,GR,unknown,3,sex,NA,15,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202131,GR,unknown,1,sex,NA,16,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202132,GR,unknown,0,sex,NA,16,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202133,GR,unknown,3,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202134,GR,unknown,7,sex,NA,26,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.002,0.2
202135,GR,unknown,2,sex,NA,28,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202136,GR,unknown,6,sex,NA,34,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202137,GR,unknown,26,sex,NA,60,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.004,0.4
202138,GR,unknown,17,sex,NA,77,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.003,0.3
202139,GR,unknown,7,sex,NA,84,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202140,GR,unknown,5,sex,NA,89,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202141,GR,unknown,0,sex,NA,89,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202142,GR,unknown,2,sex,NA,91,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202143,GR,unknown,20,sex,NA,111,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.009,0.8999999999999999
202052,JU,male,0,sex,36474,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,JU,male,0,sex,36474,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,JU,male,171,sex,36474,171,0.47,0.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.32,32
202102,JU,male,124,sex,36474,295,0.34,0.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.282,28.199999999999996
202103,JU,male,463,sex,36474,758,1.27,2.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.417,41.699999999999996
202104,JU,male,322,sex,36474,1080,0.88,2.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.53,53
202105,JU,male,501,sex,36474,1581,1.37,4.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.412,41.199999999999996
202106,JU,male,321,sex,36474,1902,0.88,5.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.352,35.199999999999996
202107,JU,male,587,sex,36474,2489,1.61,6.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.441,44.1
202108,JU,male,596,sex,36474,3085,1.63,8.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.45,45
202109,JU,male,588,sex,36474,3673,1.61,10.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.474,47.4
202110,JU,male,607,sex,36474,4280,1.66,11.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.429,42.9
202111,JU,male,492,sex,36474,4772,1.35,13.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.426,42.6
202112,JU,male,538,sex,36474,5310,1.48,14.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.423,42.3
202113,JU,male,689,sex,36474,5999,1.89,16.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.44,44
202114,JU,male,665,sex,36474,6664,1.82,18.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.421,42.1
202115,JU,male,869,sex,36474,7533,2.38,20.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.449,44.9
202116,JU,male,1124,sex,36474,8657,3.08,23.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.469,46.9
202117,JU,male,1240,sex,36474,9897,3.4,27.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.457,45.7
202118,JU,male,1994,sex,36474,11891,5.47,32.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.47,47
202119,JU,male,2183,sex,36474,14074,5.99,38.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.493,49.3
202120,JU,male,2473,sex,36474,16547,6.78,45.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.508,50.8
202121,JU,male,2334,sex,36474,18881,6.4,51.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.498,49.8
202122,JU,male,2316,sex,36474,21197,6.35,58.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.495,49.5
202123,JU,male,2125,sex,36474,23322,5.83,63.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.504,50.4
202124,JU,male,2071,sex,36474,25393,5.68,69.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.519,51.9
202125,JU,male,1725,sex,36474,27118,4.73,74.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202126,JU,male,2007,sex,36474,29125,5.5,79.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202127,JU,male,1726,sex,36474,30851,4.73,84.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.519,51.9
202128,JU,male,1324,sex,36474,32175,3.63,88.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.508,50.8
202129,JU,male,773,sex,36474,32948,2.12,90.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.516,51.6
202130,JU,male,584,sex,36474,33532,1.6,91.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202131,JU,male,596,sex,36474,34128,1.63,93.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202132,JU,male,684,sex,36474,34812,1.88,95.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.525,52.5
202133,JU,male,734,sex,36474,35546,2.01,97.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.542,54.2
202134,JU,male,748,sex,36474,36294,2.05,99.51,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.479,47.9
202135,JU,male,936,sex,36474,37230,2.57,102.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202136,JU,male,929,sex,36474,38159,2.55,104.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202137,JU,male,1194,sex,36474,39353,3.27,107.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202138,JU,male,970,sex,36474,40323,2.66,110.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.525,52.5
202139,JU,male,985,sex,36474,41308,2.7,113.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.495,49.5
202140,JU,male,696,sex,36474,42004,1.91,115.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.491,49.1
202141,JU,male,838,sex,36474,42842,2.3,117.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.528,52.800000000000004
202142,JU,male,604,sex,36474,43446,1.66,119.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.533,53.300000000000004
202143,JU,male,497,sex,36474,43943,1.36,120.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202052,JU,female,0,sex,37235,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,JU,female,0,sex,37235,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,JU,female,364,sex,37235,364,0.98,0.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.68,68
202102,JU,female,315,sex,37235,679,0.85,1.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.718,71.8
202103,JU,female,647,sex,37235,1326,1.74,3.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.583,58.3
202104,JU,female,286,sex,37235,1612,0.77,4.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.47,47
202105,JU,female,714,sex,37235,2326,1.92,6.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.588,58.8
202106,JU,female,591,sex,37235,2917,1.59,7.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.648,64.8
202107,JU,female,745,sex,37235,3662,2,9.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.559,55.900000000000006
202108,JU,female,728,sex,37235,4390,1.96,11.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.55,55.00000000000001
202109,JU,female,653,sex,37235,5043,1.75,13.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.526,52.6
202110,JU,female,807,sex,37235,5850,2.17,15.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.571,57.099999999999994
202111,JU,female,663,sex,37235,6513,1.78,17.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.574,57.4
202112,JU,female,733,sex,37235,7246,1.97,19.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.577,57.699999999999996
202113,JU,female,877,sex,37235,8123,2.36,21.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.56,56.00000000000001
202114,JU,female,916,sex,37235,9039,2.46,24.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.579,57.9
202115,JU,female,1067,sex,37235,10106,2.87,27.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.551,55.1
202116,JU,female,1275,sex,37235,11381,3.42,30.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.531,53.1
202117,JU,female,1474,sex,37235,12855,3.96,34.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.543,54.300000000000004
202118,JU,female,2246,sex,37235,15101,6.03,40.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.53,53
202119,JU,female,2241,sex,37235,17342,6.02,46.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.507,50.7
202120,JU,female,2399,sex,37235,19741,6.44,53.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.492,49.2
202121,JU,female,2349,sex,37235,22090,6.31,59.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.502,50.2
202122,JU,female,2366,sex,37235,24456,6.35,65.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.505,50.5
202123,JU,female,2091,sex,37235,26547,5.62,71.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.496,49.6
202124,JU,female,1918,sex,37235,28465,5.15,76.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.481,48.1
202125,JU,female,1637,sex,37235,30102,4.4,80.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.487,48.699999999999996
202126,JU,female,1922,sex,37235,32024,5.16,86.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
