sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
male,all,CH,202043,85577,19999,65578,698664,23.4,7.599999999999998,7.1,0.483,48.3,4302599,1988.96,16238.19,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-43,23305,541.65,37.4,-0.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202043,91564,19987,71577,730896,21.8,6.9,6.5,0.517,51.7,4367701,2096.39,16734.11,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-43,27362,626.46,42.6,0.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202043,25,2,23,797,8,-6.300000000000001,1.6,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-43,4,NA,19,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202044,102874,27988,74886,801538,27.2,3.8000000000000007,9.6,0.473,47.3,4302599,2390.97,18629.16,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-44,17297,402.01,20.2,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202044,114382,29531,84851,845278,25.8,4,9.1,0.526,52.6,4367701,2618.81,19352.93,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-44,22818,522.42,24.9,0.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202044,26,8,18,823,30.8,22.8,2.6,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-44,1,NA,4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202045,96343,26195,70148,897881,27.2,0,11.5,0.466,46.6,4302599,2239.18,20868.34,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-45,-6531,-151.79,-6.3,-0.6999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202045,110439,28690,81749,955717,26,0.1999999999999993,11,0.534,53.400000000000006,4367701,2528.54,21881.47,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-45,-3943,-90.27,-3.4,0.8000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202045,32,5,27,855,15.6,-15.200000000000001,3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-45,6,NA,23.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202046,81877,20205,61672,979758,24.7,-2.5,12.6,0.455,45.5,4302599,1902.97,22771.31,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-46,-14466,-336.21,-15,-1.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202046,97945,22924,75021,1053662,23.4,-2.6000000000000014,12.2,0.544,54.400000000000006,4367701,2242.48,24123.95,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-46,-12494,-286.06,-11.3,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202046,71,16,55,926,22.5,6.9,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-46,39,NA,121.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202047,71642,15400,56242,1051400,21.5,-3.1999999999999993,13.2,0.454,45.4,4302599,1665.09,24436.39,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-47,-10235,-237.88,-12.5,-0.10000000000000142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202047,86200,17381,68819,1139862,20.2,-3.1999999999999993,12.8,0.546,54.6,4367701,1973.58,26097.53,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-47,-11745,-268.9,-12,0.19999999999999574,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202047,32,1,31,958,3.1,-19.4,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-47,-39,NA,-54.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202048,73044,13164,59880,1124444,18,-3.5,13.5,0.456,45.6,4302599,1697.67,26134.06,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-48,1402,32.58,2,0.20000000000000284,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202048,86950,14980,71970,1226812,17.2,-3,13.1,0.543,54.300000000000004,4367701,1990.75,28088.28,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-48,750,17.17,0.9,-0.29999999999999716,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202048,71,14,57,1029,19.7,16.599999999999998,5.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-48,39,NA,121.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202049,73987,13473,60514,1198431,18.2,0.1999999999999993,13.8,0.45,45,4302599,1719.59,27853.65,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-49,943,21.92,1.3,-0.6000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202049,90224,15687,74537,1317036,17.4,0.1999999999999993,13.4,0.549,54.900000000000006,4367701,2065.71,30153.99,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-49,3274,74.96,3.8,0.6000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202049,40,3,37,1069,7.5,-12.2,5.6,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-49,-31,NA,-43.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202050,94449,14899,79550,1292880,15.8,-2.3999999999999986,14,0.451,45.1,4302599,2195.16,30048.81,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-50,20462,475.57,27.7,0.10000000000000142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202050,115071,16985,98086,1432107,14.8,-2.599999999999998,13.5,0.549,54.900000000000006,4367701,2634.59,32788.58,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-50,24847,568.88,27.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202050,108,10,98,1177,9.3,1.8000000000000007,5.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-50,68,NA,170,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202051,112092,14538,97554,1404972,13,-2.8000000000000007,13.9,0.462,46.2,4302599,2605.22,32654.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-51,17643,410.06,18.7,1.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202051,130181,16517,113664,1562288,12.7,-2.1000000000000014,13.4,0.537,53.7,4367701,2980.54,35769.12,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-51,15110,345.95,13.1,-1.2000000000000028,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202051,133,8,125,1310,6,-3.3000000000000007,6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-51,25,NA,23.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202052,92754,11987,80767,1497726,12.9,-0.09999999999999964,13.8,0.452,45.2,4302599,2155.77,34809.8,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-52,-19338,-449.45,-17.3,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202052,112435,13859,98576,1674723,12.3,-0.3999999999999986,13.4,0.547,54.7,4367701,2574.24,38343.35,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-52,-17746,-406.3,-13.6,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202052,196,10,186,1506,5.1,-0.9000000000000004,5.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-52,63,NA,47.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202053,65948,11459,54489,1563674,17.4,4.499999999999998,14,0.444,44.4,4302599,1532.75,36342.55,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-53,-26806,-623.02,-28.9,-0.8000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202053,82555,13410,69145,1757278,16.2,3.8999999999999986,13.5,0.556,55.60000000000001,4367701,1890.12,40233.48,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-53,-29880,-684.12,-26.6,0.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202053,96,11,85,1602,11.5,6.4,6.2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-53,-100,NA,-51,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202101,76554,11071,65483,1640228,14.5,-2.8999999999999986,14,0.46,46,4302599,1779.25,38121.8,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-01,10606,246.5,16.1,1.6000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202101,89858,12980,76878,1847136,14.4,-1.799999999999999,13.6,0.54,54,4367701,2057.33,42290.81,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-01,7303,167.21,8.8,-1.6000000000000085,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202101,96,6,90,1698,6.2,-5.3,6.2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-01,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202102,69884,8001,61883,1710112,11.4,-3.0999999999999996,13.9,0.477,47.699999999999996,4302599,1624.23,39746.02,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-02,-6670,-155.02,-8.7,1.6999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202102,76676,8859,67817,1923812,11.6,-2.8000000000000007,13.5,0.523,52.300000000000004,4367701,1755.52,44046.33,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-02,-13182,-301.81,-14.7,-1.6999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202102,56,4,52,1754,7.1,0.8999999999999995,6.2,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-02,-40,NA,-41.7,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202103,78008,6955,71053,1788120,8.9,-2.5,13.7,0.481,48.1,4302599,1813.04,41559.07,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-03,8124,188.81,11.6,0.4000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202103,84109,7670,76439,2007921,9.1,-2.5,13.3,0.519,51.9,4367701,1925.7,45972.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-03,7433,170.18,9.7,-0.4000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202103,56,4,52,1810,7.1,0,6.2,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-03,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202104,77750,5888,71862,1865870,7.6,-1.3000000000000007,13.4,0.466,46.6,4302599,1807.05,43366.11,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-04,-258,-5.99,-0.3,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202104,89149,6647,82502,2097070,7.5,-1.5999999999999996,13,0.534,53.400000000000006,4367701,2041.1,48013.13,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-04,5040,115.4,6,1.500000000000007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202104,59,0,59,1869,0,-7.1,6,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-04,3,NA,5.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202105,87832,5497,82335,1953702,6.3,-1.2999999999999998,13.1,0.474,47.4,4302599,2041.37,45407.49,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-05,10082,234.32,13,0.7999999999999972,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202105,97311,5784,91527,2194381,5.9,-1.5999999999999996,12.7,0.525,52.5,4367701,2227.97,50241.1,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-05,8162,186.87,9.2,-0.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202105,72,1,71,1941,1.4,1.4,5.9,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-05,13,NA,22,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202106,95136,4539,90597,2048838,4.8,-1.5,12.7,0.493,49.3,4302599,2211.13,47618.61,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-06,7304,169.76,8.3,1.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202106,97804,4616,93188,2292185,4.7,-1.2000000000000002,12.4,0.507,50.7,4367701,2239.26,52480.36,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-06,493,11.29,0.5,-1.7999999999999972,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202106,125,4,121,2066,3.2,1.8000000000000003,5.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-06,53,NA,73.6,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202107,87017,3872,83145,2135855,4.4,-0.39999999999999947,12.4,0.495,49.5,4302599,2022.43,49641.04,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-07,-8119,-188.7,-8.5,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202107,88814,4031,84783,2380999,4.5,-0.20000000000000018,12.1,0.505,50.5,4367701,2033.43,54513.78,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-07,-8990,-205.83,-9.2,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202107,75,3,72,2141,4,0.7999999999999998,5.7,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-07,-50,NA,-40,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202108,82265,4123,78142,2218120,5,0.5999999999999996,12.1,0.492,49.2,4302599,1911.98,51553.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-4752,-110.45,-5.5,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202108,84669,4002,80667,2465668,4.7,0.20000000000000018,11.8,0.506,50.6,4367701,1938.53,56452.31,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-4145,-94.9,-4.7,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202108,262,2,260,2403,0.8,-3.2,5.1,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,187,NA,249.3,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202109,85536,4199,81337,2303656,4.9,-0.09999999999999964,11.8,0.493,49.3,4302599,1988.01,53541.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,3271,76.03,4,0.09999999999999432,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202109,87664,4216,83448,2553332,4.8,0.09999999999999964,11.6,0.505,50.5,4367701,2007.1,58459.4,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,2995,68.57,3.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202109,269,10,259,2672,3.7,2.9000000000000004,5,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,7,NA,2.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202110,95243,4850,90393,2398899,5.1,0.1999999999999993,11.6,0.493,49.3,4302599,2213.62,55754.65,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-10,9707,225.61,11.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202110,97874,4938,92936,2651206,5,0.20000000000000018,11.4,0.507,50.7,4367701,2240.86,60700.26,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-10,10210,233.76,11.6,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202110,87,3,84,2759,3.4,-0.30000000000000027,4.9,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-10,-182,NA,-67.7,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202111,112659,5770,106889,2511558,5.1,0,11.3,0.494,49.4,4302599,2618.39,58373.04,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-11,17416,404.77,18.3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202111,115338,5839,109499,2766544,5.1,0.09999999999999964,11.1,0.506,50.6,4367701,2640.7,63340.97,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-11,17464,399.84,17.8,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202111,65,4,61,2824,6.2,2.8000000000000003,5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-11,-22,NA,-25.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202112,123021,6973,116048,2634579,5.7,0.6000000000000005,11,0.486,48.6,4302599,2859.23,61232.27,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-12,10362,240.84,9.2,-0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202112,130080,6865,123215,2896624,5.3,0.20000000000000018,10.8,0.514,51.4,4367701,2978.23,66319.19,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-12,14742,337.53,12.8,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202112,88,7,81,2912,8,1.7999999999999998,5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-12,23,NA,35.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202113,133211,6944,126267,2767790,5.2,-0.5,10.7,0.485,48.5,4302599,3096.06,64328.33,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-13,10190,236.83,8.3,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202113,141194,6953,134241,3037818,4.9,-0.39999999999999947,10.6,0.514,51.4,4367701,3232.68,69551.88,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-13,11114,254.45,8.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202113,123,6,117,3035,4.9,-3.0999999999999996,5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-13,35,NA,39.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202114,97845,7695,90150,2865635,7.9,2.7,10.6,0.484,48.4,4302599,2274.09,66602.42,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-14,-35366,-821.97,-26.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202114,104440,7686,96754,3142258,7.4,2.5,10.5,0.516,51.6,4367701,2391.19,71943.07,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-14,-36754,-841.49,-26,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202114,71,5,66,3106,7,2.0999999999999996,5.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-14,-52,NA,-42.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202115,92527,7957,84570,2958162,8.6,0.6999999999999993,10.6,0.497,49.7,4302599,2150.49,68752.91,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-15,-5318,-123.6,-5.4,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202115,93490,7495,85995,3235748,8,0.5999999999999996,10.4,0.502,50.2,4367701,2140.49,74083.55,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-15,-10950,-250.7,-10.5,-1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202115,61,0,61,3167,0,-7,5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-15,-10,NA,-14.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202116,89636,8075,81561,3047798,9,0.40000000000000036,10.5,0.491,49.1,4302599,2083.3,70836.21,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-16,-2891,-67.19,-3.1,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202116,92560,7647,84913,3328308,8.3,0.3000000000000007,10.3,0.507,50.7,4367701,2119.19,76202.74,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-16,-930,-21.3,-1,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202116,343,2,341,3510,0.6,0.6,4.6,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-16,282,NA,462.3,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202117,90070,6748,83322,3137868,7.5,-1.5,10.4,0.496,49.6,4302599,2093.39,72929.59,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-17,434,10.09,0.5,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202117,91555,6443,85112,3419863,7,-1.3000000000000007,10.2,0.504,50.4,4367701,2096.18,78298.93,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-17,-1005,-23.01,-1.1,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202117,89,1,88,3599,1.1,0.5000000000000001,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-17,-254,NA,-74.1,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202118,86817,5664,81153,3224685,6.5,-1,10.3,0.494,49.4,4302599,2017.78,74947.37,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-18,-3253,-75.61,-3.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202118,88822,5648,83174,3508685,6.4,-0.5999999999999996,10.1,0.505,50.5,4367701,2033.61,80332.54,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-18,-2733,-62.57,-3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202118,136,4,132,3735,2.9,1.7999999999999998,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-18,47,NA,52.8,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202119,90489,4358,86131,3315174,4.8,-1.7000000000000002,10.2,0.496,49.6,4302599,2103.12,77050.5,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-19,3672,85.34,4.2,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202119,91707,4273,87434,3600392,4.7,-1.7000000000000002,10,0.503,50.3,4367701,2099.66,82432.2,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-19,2885,66.05,3.2,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202119,80,6,74,3815,7.5,4.6,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-19,-56,NA,-41.2,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202120,97991,4117,93874,3413165,4.2,-0.5999999999999996,10,0.494,49.4,4302599,2277.48,79327.98,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-20,7502,174.36,8.3,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202120,100462,4071,96391,3700854,4.1,-0.6000000000000005,9.8,0.506,50.6,4367701,2300.11,84732.31,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-20,8755,200.45,9.5,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202120,109,1,108,3924,0.9,-6.6,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-20,29,NA,36.2,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202121,77347,2844,74503,3490512,3.7,-0.5,9.9,0.5,50,4302599,1797.68,81125.66,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-21,-20644,-479.8,-21.1,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202121,77388,2843,74545,3778242,3.7,-0.39999999999999947,9.7,0.5,50,4367701,1771.82,86504.14,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-21,-23074,-528.29,-23,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202121,48,3,45,3972,6.2,5.3,4.4,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-21,-61,NA,-56,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
