date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202137,GR,other,1405,location,200096,21060,NA,0.241,24.099999999999998,9.1,0.7,10.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,GR,other,1307,location,200096,22367,NA,0.247,24.7,9.4,0.65,11.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,GR,other,1977,location,200096,24344,NA,0.37,37,10,0.99,12.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,GR,other,2093,location,200096,26437,NA,0.412,41.199999999999996,10.7,1.05,13.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,GR,other,1214,location,200096,27651,NA,0.259,25.900000000000002,11,0.61,13.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,GR,other,569,location,200096,28220,NA,0.202,20.200000000000003,11.1,0.28,14.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,GR,other,468,location,200096,28688,NA,0.201,20.1,11.1,0.23,14.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,JU,vaccination_centre,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,JU,vaccination_centre,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,JU,vaccination_centre,535,location,73709,535,NA,1,100,100,0.73,0.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,JU,vaccination_centre,439,location,73709,974,NA,1,100,100,0.6,1.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,JU,vaccination_centre,1110,location,73709,2084,NA,1,100,100,1.51,2.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,JU,vaccination_centre,608,location,73709,2692,NA,1,100,100,0.82,3.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,JU,vaccination_centre,1215,location,73709,3907,NA,1,100,100,1.65,5.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,JU,vaccination_centre,912,location,73709,4819,NA,1,100,100,1.24,6.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,JU,vaccination_centre,1332,location,73709,6151,NA,1,100,100,1.81,8.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,JU,vaccination_centre,1324,location,73709,7475,NA,1,100,100,1.8,10.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,JU,vaccination_centre,1241,location,73709,8716,NA,1,100,100,1.68,11.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,JU,vaccination_centre,1414,location,73709,10130,NA,1,100,100,1.92,13.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,JU,vaccination_centre,1155,location,73709,11285,NA,1,100,100,1.57,15.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,JU,vaccination_centre,1271,location,73709,12556,NA,1,100,100,1.72,17.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,JU,vaccination_centre,1566,location,73709,14122,NA,1,100,100,2.12,19.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,JU,vaccination_centre,1509,location,73709,15631,NA,0.954,95.39999999999999,99.5,2.05,21.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,JU,vaccination_centre,1823,location,73709,17454,NA,0.942,94.19999999999999,99,2.47,23.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,JU,vaccination_centre,2264,location,73709,19718,NA,0.944,94.39999999999999,98.4,3.07,26.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,JU,vaccination_centre,2556,location,73709,22274,NA,0.942,94.19999999999999,97.89999999999999,3.47,30.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,JU,vaccination_centre,3929,location,73709,26203,NA,0.927,92.7,97.1,5.33,35.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,JU,vaccination_centre,4037,location,73709,30240,NA,0.913,91.3,96.3,5.48,41.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,JU,vaccination_centre,4280,location,73709,34520,NA,0.878,87.8,95.1,5.81,46.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,JU,vaccination_centre,4293,location,73709,38813,NA,0.917,91.7,94.69999999999999,5.82,52.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,JU,vaccination_centre,4393,location,73709,43206,NA,0.938,93.8,94.6,5.96,58.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,JU,vaccination_centre,3899,location,73709,47105,NA,0.925,92.5,94.5,5.29,63.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,JU,vaccination_centre,3651,location,73709,50756,NA,0.915,91.5,94.19999999999999,4.95,68.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,JU,vaccination_centre,3212,location,73709,53968,NA,0.955,95.5,94.3,4.36,73.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,JU,vaccination_centre,3661,location,73709,57629,NA,0.932,93.2,94.19999999999999,4.97,78.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,JU,vaccination_centre,3060,location,73709,60689,NA,0.919,91.9,94.1,4.15,82.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,JU,vaccination_centre,2367,location,73709,63056,NA,0.908,90.8,94,3.21,85.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,JU,vaccination_centre,1414,location,73709,64470,NA,0.943,94.3,94,1.92,87.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,JU,vaccination_centre,1064,location,73709,65534,NA,0.89,89,93.89999999999999,1.44,88.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,JU,vaccination_centre,991,location,73709,66525,NA,0.87,87,93.8,1.34,90.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,JU,vaccination_centre,1207,location,73709,67732,NA,0.926,92.60000000000001,93.8,1.64,91.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,JU,vaccination_centre,1239,location,73709,68971,NA,0.914,91.4,93.7,1.68,93.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,JU,vaccination_centre,1424,location,73709,70395,NA,0.911,91.10000000000001,93.7,1.93,95.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,JU,vaccination_centre,1727,location,73709,72122,NA,0.901,90.10000000000001,93.60000000000001,2.34,97.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,JU,vaccination_centre,1575,location,73709,73697,NA,0.869,86.9,93.4,2.14,99.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,JU,vaccination_centre,1879,location,73709,75576,NA,0.856,85.6,93.2,2.55,102.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,JU,vaccination_centre,1660,location,73709,77236,NA,0.898,89.8,93.2,2.25,104.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,JU,vaccination_centre,1727,location,73709,78963,NA,0.868,86.8,93,2.34,107.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,JU,vaccination_centre,1203,location,73709,80166,NA,0.848,84.8,92.9,1.63,108.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,JU,vaccination_centre,1350,location,73709,81516,NA,0.851,85.1,92.7,1.83,110.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,JU,vaccination_centre,965,location,73709,82481,NA,0.852,85.2,92.60000000000001,1.31,111.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,JU,vaccination_centre,774,location,73709,83255,NA,0.815,81.5,92.5,1.05,112.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,JU,nursing_home,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,JU,nursing_home,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,JU,nursing_home,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,JU,medical_practice,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,JU,medical_practice,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,JU,medical_practice,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,JU,medical_practice,72,location,73709,72,NA,0.046,4.6,0.5,0.1,0.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,JU,medical_practice,113,location,73709,185,NA,0.058,5.800000000000001,1,0.15,0.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,JU,medical_practice,135,location,73709,320,NA,0.056,5.6000000000000005,1.6,0.18,0.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,JU,medical_practice,158,location,73709,478,NA,0.058,5.800000000000001,2.1,0.21,0.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,JU,medical_practice,311,location,73709,789,NA,0.073,7.3,2.9000000000000004,0.42,1.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,JU,medical_practice,387,location,73709,1176,NA,0.087,8.7,3.6999999999999997,0.53,1.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,JU,medical_practice,592,location,73709,1768,NA,0.122,12.2,4.9,0.8,2.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,JU,medical_practice,390,location,73709,2158,NA,0.083,8.3,5.3,0.53,2.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,JU,medical_practice,289,location,73709,2447,NA,0.062,6.2,5.4,0.39,3.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,JU,medical_practice,317,location,73709,2764,NA,0.075,7.5,5.5,0.43,3.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,JU,medical_practice,338,location,73709,3102,NA,0.085,8.5,5.800000000000001,0.46,4.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,JU,medical_practice,150,location,73709,3252,NA,0.045,4.5,5.7,0.2,4.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,JU,medical_practice,268,location,73709,3520,NA,0.068,6.800000000000001,5.800000000000001,0.36,4.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,JU,medical_practice,268,location,73709,3788,NA,0.081,8.1,5.8999999999999995,0.36,5.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,JU,medical_practice,240,location,73709,4028,NA,0.092,9.2,6,0.33,5.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,JU,medical_practice,85,location,73709,4113,NA,0.057,5.7,6,0.12,5.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,JU,medical_practice,131,location,73709,4244,NA,0.11,11,6.1,0.18,5.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,JU,medical_practice,148,location,73709,4392,NA,0.13,13,6.2,0.2,5.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,JU,medical_practice,96,location,73709,4488,NA,0.074,7.3999999999999995,6.2,0.13,6.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,JU,medical_practice,116,location,73709,4604,NA,0.086,8.6,6.3,0.16,6.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,JU,medical_practice,139,location,73709,4743,NA,0.089,8.9,6.3,0.19,6.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,JU,medical_practice,189,location,73709,4932,NA,0.099,9.9,6.4,0.26,6.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,JU,medical_practice,237,location,73709,5169,NA,0.131,13.100000000000001,6.6000000000000005,0.32,7.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,JU,medical_practice,316,location,73709,5485,NA,0.144,14.399999999999999,6.800000000000001,0.43,7.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,JU,medical_practice,189,location,73709,5674,NA,0.102,10.2,6.800000000000001,0.26,7.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,JU,medical_practice,263,location,73709,5937,NA,0.132,13.200000000000001,7.000000000000001,0.36,8.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,JU,medical_practice,215,location,73709,6152,NA,0.152,15.2,7.1,0.29,8.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,JU,medical_practice,237,location,73709,6389,NA,0.149,14.899999999999999,7.3,0.32,8.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,JU,medical_practice,168,location,73709,6557,NA,0.148,14.799999999999999,7.3999999999999995,0.23,8.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,JU,medical_practice,176,location,73709,6733,NA,0.185,18.5,7.5,0.24,9.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,JU,pharmacy,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,JU,pharmacy,0,location,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,JU,pharmacy,0,location,73709,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
