date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202122,GR,nursing_home,9,location,200096,259,NA,0.001,0.1,0.2,0,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,GR,nursing_home,0,location,200096,259,NA,0,0,0.2,0,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,GR,nursing_home,0,location,200096,259,NA,0,0,0.2,0,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,GR,nursing_home,0,location,200096,259,NA,0,0,0.2,0,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,GR,nursing_home,11,location,200096,270,NA,0.001,0.1,0.2,0.01,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,GR,nursing_home,1,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,GR,nursing_home,0,location,200096,271,NA,0,0,0.1,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,GR,nursing_home,24,location,200096,295,NA,0.004,0.4,0.1,0.01,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,GR,nursing_home,0,location,200096,295,NA,0,0,0.1,0,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,GR,nursing_home,0,location,200096,295,NA,0,0,0.1,0,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,GR,nursing_home,0,location,200096,295,NA,0,0,0.1,0,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,GR,nursing_home,19,location,200096,314,NA,0.008,0.8,0.1,0.01,0.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GR,medical_practice,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GR,medical_practice,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,GR,medical_practice,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,GR,medical_practice,1,location,200096,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,GR,medical_practice,0,location,200096,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,GR,medical_practice,1,location,200096,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,GR,medical_practice,3,location,200096,5,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,GR,medical_practice,421,location,200096,426,NA,0.082,8.200000000000001,1.2,0.21,0.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,GR,medical_practice,120,location,200096,546,NA,0.023,2.3,1.3,0.06,0.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,GR,medical_practice,56,location,200096,602,NA,0.011,1.0999999999999999,1.3,0.03,0.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,GR,medical_practice,488,location,200096,1090,NA,0.064,6.4,2,0.24,0.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,GR,medical_practice,341,location,200096,1431,NA,0.042,4.2,2.3,0.17,0.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,GR,medical_practice,1,location,200096,1432,NA,0,0,2,0,0.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,GR,medical_practice,107,location,200096,1539,NA,0.013,1.3,1.9,0.05,0.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,GR,medical_practice,220,location,200096,1759,NA,0.021,2.1,1.9,0.11,0.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,GR,medical_practice,1168,location,200096,2927,NA,0.1,10,2.9000000000000004,0.58,1.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,GR,medical_practice,1611,location,200096,4538,NA,0.122,12.2,3.9,0.81,2.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,GR,medical_practice,1471,location,200096,6009,NA,0.144,14.399999999999999,4.8,0.74,3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,GR,medical_practice,1564,location,200096,7573,NA,0.124,12.4,5.5,0.78,3.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,GR,medical_practice,1739,location,200096,9312,NA,0.16,16,6.2,0.87,4.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,GR,medical_practice,1901,location,200096,11213,NA,0.152,15.2,6.9,0.95,5.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,GR,medical_practice,1753,location,200096,12966,NA,0.181,18.099999999999998,7.6,0.88,6.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,GR,medical_practice,1522,location,200096,14488,NA,0.152,15.2,8,0.76,7.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,GR,medical_practice,813,location,200096,15301,NA,0.15,15,8.200000000000001,0.41,7.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,GR,medical_practice,819,location,200096,16120,NA,0.105,10.5,8.3,0.41,8.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,GR,medical_practice,562,location,200096,16682,NA,0.085,8.5,8.3,0.28,8.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,GR,medical_practice,219,location,200096,16901,NA,0.108,10.8,8.3,0.11,8.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,GR,medical_practice,306,location,200096,17207,NA,0.098,9.8,8.3,0.15,8.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,GR,medical_practice,354,location,200096,17561,NA,0.093,9.3,8.4,0.18,8.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,GR,medical_practice,379,location,200096,17940,NA,0.082,8.200000000000001,8.3,0.19,8.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,GR,medical_practice,346,location,200096,18286,NA,0.067,6.7,8.3,0.17,9.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,GR,medical_practice,337,location,200096,18623,NA,0.055,5.5,8.200000000000001,0.17,9.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,GR,medical_practice,597,location,200096,19220,NA,0.103,10.299999999999999,8.3,0.3,9.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,GR,medical_practice,299,location,200096,19519,NA,0.057,5.7,8.200000000000001,0.15,9.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,GR,medical_practice,461,location,200096,19980,NA,0.086,8.6,8.200000000000001,0.23,9.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,GR,medical_practice,363,location,200096,20343,NA,0.071,7.1,8.200000000000001,0.18,10.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,GR,medical_practice,358,location,200096,20701,NA,0.077,7.7,8.200000000000001,0.18,10.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,GR,medical_practice,136,location,200096,20837,NA,0.048,4.8,8.200000000000001,0.07,10.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,GR,medical_practice,207,location,200096,21044,NA,0.089,8.9,8.200000000000001,0.1,10.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GR,pharmacy,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GR,pharmacy,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,GR,pharmacy,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,GR,pharmacy,1,location,200096,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,GR,pharmacy,0,location,200096,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,GR,pharmacy,2,location,200096,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,GR,pharmacy,0,location,200096,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,GR,pharmacy,0,location,200096,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,GR,pharmacy,0,location,200096,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,GR,pharmacy,61,location,200096,64,NA,0.006,0.6,0,0.03,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,GR,pharmacy,147,location,200096,211,NA,0.012,1.2,0.1,0.07,0.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,GR,pharmacy,63,location,200096,274,NA,0.007,0.7000000000000001,0.2,0.03,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,GR,pharmacy,96,location,200096,370,NA,0.01,1,0.2,0.05,0.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,GR,pharmacy,163,location,200096,533,NA,0.03,3,0.3,0.08,0.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,GR,pharmacy,157,location,200096,690,NA,0.02,2,0.4,0.08,0.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,GR,pharmacy,92,location,200096,782,NA,0.014,1.4000000000000001,0.4,0.05,0.39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,GR,pharmacy,118,location,200096,900,NA,0.058,5.800000000000001,0.4,0.06,0.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,GR,pharmacy,78,location,200096,978,NA,0.025,2.5,0.5,0.04,0.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,GR,pharmacy,116,location,200096,1094,NA,0.031,3.1,0.5,0.06,0.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,GR,pharmacy,131,location,200096,1225,NA,0.029,2.9000000000000004,0.6,0.07,0.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,GR,pharmacy,152,location,200096,1377,NA,0.029,2.9000000000000004,0.6,0.08,0.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,GR,pharmacy,144,location,200096,1521,NA,0.024,2.4,0.7000000000000001,0.07,0.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,GR,pharmacy,203,location,200096,1724,NA,0.035,3.5000000000000004,0.7000000000000001,0.1,0.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,GR,pharmacy,263,location,200096,1987,NA,0.05,5,0.8,0.13,0.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,GR,pharmacy,137,location,200096,2124,NA,0.026,2.6,0.8999999999999999,0.07,1.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,GR,pharmacy,154,location,200096,2278,NA,0.03,3,0.8999999999999999,0.08,1.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,GR,pharmacy,158,location,200096,2436,NA,0.034,3.4000000000000004,1,0.08,1.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,GR,pharmacy,176,location,200096,2612,NA,0.062,6.2,1,0.09,1.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,GR,pharmacy,132,location,200096,2744,NA,0.057,5.7,1.0999999999999999,0.07,1.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GR,hospital,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GR,hospital,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,GR,hospital,0,location,200096,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,GR,hospital,43,location,200096,43,NA,0.008,0.8,0,0.02,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,GR,hospital,0,location,200096,43,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,GR,hospital,0,location,200096,43,NA,0,0,0,0,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,GR,hospital,34,location,200096,77,NA,0.006,0.6,0,0.02,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,GR,hospital,1,location,200096,78,NA,0,0,0,0,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,GR,hospital,34,location,200096,112,NA,0.007,0.7000000000000001,0,0.02,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,GR,hospital,0,location,200096,112,NA,0,0,0,0,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,GR,hospital,0,location,200096,112,NA,0,0,0,0,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,GR,hospital,41,location,200096,153,NA,0.018,1.7999999999999998,0.1,0.02,0.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GR,other,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GR,other,0,location,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,GR,other,631,location,200096,631,NA,0.984,98.4,98.4,0.32,0.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,GR,other,1501,location,200096,2132,NA,0.792,79.2,84,0.75,1.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,GR,other,1686,location,200096,3818,NA,0.929,92.9,87.7,0.84,1.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,GR,other,689,location,200096,4507,NA,0.224,22.400000000000002,60.699999999999996,0.34,2.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,GR,other,1687,location,200096,6194,NA,0.768,76.8,64.4,0.84,3.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,GR,other,1962,location,200096,8156,NA,0.534,53.400000000000006,61.4,0.98,4.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,GR,other,785,location,200096,8941,NA,0.283,28.299999999999997,55.60000000000001,0.39,4.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,GR,other,791,location,200096,9732,NA,0.232,23.200000000000003,50,0.4,4.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,GR,other,804,location,200096,10536,NA,0.214,21.4,45.300000000000004,0.4,5.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,GR,other,936,location,200096,11472,NA,0.209,20.9,41.4,0.47,5.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,GR,other,527,location,200096,11999,NA,0.169,16.900000000000002,38.9,0.26,6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,GR,other,763,location,200096,12762,NA,0.149,14.899999999999999,35.5,0.38,6.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,GR,other,186,location,200096,12948,NA,0.036,3.5999999999999996,31.5,0.09,6.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,GR,other,52,location,200096,13000,NA,0.01,1,28.199999999999996,0.03,6.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,GR,other,262,location,200096,13262,NA,0.034,3.4000000000000004,24.6,0.13,6.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,GR,other,237,location,200096,13499,NA,0.029,2.9000000000000004,21.8,0.12,6.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,GR,other,682,location,200096,14181,NA,0.068,6.800000000000001,19.7,0.34,7.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,GR,other,0,location,200096,14181,NA,0,0,17.7,0,7.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,GR,other,210,location,200096,14391,NA,0.02,2,15.9,0.1,7.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,GR,other,656,location,200096,15047,NA,0.056,5.6000000000000005,14.7,0.33,7.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,GR,other,72,location,200096,15119,NA,0.005,0.5,13.100000000000001,0.04,7.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,GR,other,0,location,200096,15119,NA,0,0,12,0,7.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,GR,other,0,location,200096,15119,NA,0,0,10.9,0,7.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,GR,other,55,location,200096,15174,NA,0.005,0.5,10.2,0.03,7.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,GR,other,0,location,200096,15174,NA,0,0,9.4,0,7.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,GR,other,0,location,200096,15174,NA,0,0,8.9,0,7.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,GR,other,19,location,200096,15193,NA,0.002,0.2,8.4,0.01,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,GR,other,0,location,200096,15193,NA,0,0,8.1,0,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,GR,other,0,location,200096,15193,NA,0,0,7.8,0,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,GR,other,0,location,200096,15193,NA,0,0,7.5,0,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,GR,other,0,location,200096,15193,NA,0,0,7.5,0,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,GR,other,0,location,200096,15193,NA,0,0,7.3999999999999995,0,7.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,GR,other,67,location,200096,15260,NA,0.018,1.7999999999999998,7.3,0.03,7.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,GR,other,763,location,200096,16023,NA,0.166,16.6,7.5,0.38,8.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,GR,other,1471,location,200096,17494,NA,0.285,28.499999999999996,8,0.74,8.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,GR,other,2161,location,200096,19655,NA,0.354,35.4,8.7,1.08,9.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
