date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-07-27,UR,0,36819,33944,0,0.14,92.19,53.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-28,UR,165,36819,34109,0.45,0.14,92.64,53.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-29,UR,0,36819,34109,0,0.14,92.64,53.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-30,UR,36,36819,34145,0.1,0.13,92.74,49.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-31,UR,0,36819,34145,0,0.13,92.74,49.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-01,UR,0,36819,34145,0,0.13,92.74,47.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-02,UR,145,36819,34290,0.39,0.13,93.13,47.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-03,UR,0,36819,34290,0,0.15,93.13,53.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-04,UR,154,36819,34444,0.42,0.15,93.55,53.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-05,UR,0,36819,34444,0,0.15,93.55,53.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-06,UR,77,36819,34521,0.21,0.15,93.76,55.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-07,UR,0,36819,34521,0,0.15,93.76,55.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-08,UR,0,36819,34521,0,0.14,93.76,50,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-09,UR,157,36819,34678,0.43,0.16,94.19,59.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-10,UR,0,36819,34678,0,0.17,94.19,62.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-11,UR,116,36819,34794,0.32,0.19,94.5,68.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-12,UR,64,36819,34858,0.17,0.19,94.67,68.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-13,UR,98,36819,34956,0.27,0.17,94.94,63.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-14,UR,44,36819,35000,0.12,0.17,95.06,63.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-15,UR,0,36819,35000,0,0.19,95.06,69.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-16,UR,123,36819,35123,0.33,0.17,95.39,62.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-17,UR,0,36819,35123,0,0.16,95.39,59.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-18,UR,160,36819,35283,0.43,0.14,95.83,52.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-19,UR,11,36819,35294,0.03,0.14,95.86,52.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-20,UR,76,36819,35370,0.21,0.17,96.06,62.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-21,UR,0,36819,35370,0,0.17,96.06,62.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-22,UR,0,36819,35370,0,0.19,96.06,68.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-23,UR,193,36819,35563,0.52,0.19,96.59,68.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-24,UR,0,36819,35563,0,0.28,96.59,104.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-25,UR,201,36819,35764,0.55,0.33,97.13,123.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-26,UR,11,36819,35775,0.03,0.33,97.16,123.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-27,UR,328,36819,36103,0.89,0.34,98.06,123.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-28,UR,130,36819,36233,0.35,0.34,98.41,123.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-29,UR,0,36819,36233,0,0.33,98.41,123.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-30,UR,196,36819,36429,0.53,0.33,98.94,121.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-31,UR,0,36819,36429,0,0.31,98.94,113,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-01,UR,198,36819,36627,0.54,0.28,99.48,102.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-02,UR,0,36819,36627,0,0.28,99.48,102.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-03,UR,267,36819,36894,0.73,0.28,100.2,103.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-04,UR,57,36819,36951,0.15,0.28,100.36,103.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-05,UR,0,36819,36951,0,0.29,100.36,108.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-06,UR,203,36819,37154,0.55,0.29,100.91,108.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-07,UR,0,36819,37154,0,0.37,100.91,135.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-08,UR,231,36819,37385,0.63,0.39,101.54,144,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-09,UR,0,36819,37385,0,0.39,101.54,144,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-10,UR,460,36819,37845,1.25,0.42,102.79,156.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-11,UR,114,36819,37959,0.31,0.45,103.1,164,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-12,UR,0,36819,37959,0,0.48,103.1,176.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-13,UR,288,36819,38247,0.78,0.48,103.88,176.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-14,UR,55,36819,38302,0.15,0.39,104.03,142.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-15,UR,319,36819,38621,0.87,0.38,104.89,140.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-16,UR,0,36819,38621,0,0.38,104.89,140.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-17,UR,222,36819,38843,0.6,0.37,105.5,136.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-18,UR,102,36819,38945,0.28,0.35,105.77,130,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-19,UR,0,36819,38945,0,0.31,105.77,115.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-20,UR,256,36819,39201,0.7,0.31,106.47,115.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-21,UR,11,36819,39212,0.03,0.32,106.5,116.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-22,UR,217,36819,39429,0.59,0.38,107.09,138.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-23,UR,0,36819,39429,0,0.38,107.09,138.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-24,UR,231,36819,39660,0.63,0.39,107.72,143.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-25,UR,257,36819,39917,0.7,0.4,108.41,145.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-26,UR,0,36819,39917,0,0.4,108.41,148.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-27,UR,288,36819,40205,0.78,0.41,109.2,149.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-28,UR,25,36819,40230,0.07,0.41,109.26,149,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-29,UR,239,36819,40469,0.65,0.34,109.91,126.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-30,UR,6,36819,40475,0.02,0.34,109.93,126.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-01,UR,228,36819,40703,0.62,0.3,110.55,111.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-02,UR,100,36819,40803,0.27,0.29,110.82,107.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-03,UR,0,36819,40803,0,0.29,110.82,104.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-04,UR,180,36819,40983,0.49,0.3,111.31,108.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-05,UR,2,36819,40985,0.01,0.33,111.31,120.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-06,UR,217,36819,41202,0.59,0.34,111.9,125.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-07,UR,32,36819,41234,0.09,0.34,111.99,125.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-08,UR,311,36819,41545,0.84,0.37,112.84,134.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-09,UR,136,36819,41681,0.37,0.36,113.21,134,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-10,UR,0,36819,41681,0,0.37,113.21,137,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-11,UR,242,36819,41923,0.66,0.36,113.86,132.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-12,UR,0,36819,41923,0,0.31,113.86,115.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-13,UR,238,36819,42161,0.65,0.29,114.51,104.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-14,UR,0,36819,42161,0,0.29,114.51,104.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-15,UR,190,36819,42351,0.52,0.27,115.02,98.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-16,UR,62,36819,42413,0.17,0.28,115.19,104.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-17,UR,0,36819,42413,0,0.26,115.19,96.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-18,UR,198,36819,42611,0.54,0.27,115.73,97.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-19,UR,42,36819,42653,0.11,0.24,115.85,87.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-20,UR,183,36819,42836,0.5,0.24,116.34,87.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-21,UR,8,36819,42844,0.02,0.24,116.36,87.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-22,UR,121,36819,42965,0.33,0.23,116.69,84.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-23,UR,62,36819,43027,0.17,0.22,116.86,81.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-24,UR,0,36819,43027,0,0.22,116.86,79.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-25,UR,173,36819,43200,0.47,0.21,117.33,78.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-26,UR,21,36819,43221,0.06,0.21,117.39,78.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-27,UR,174,36819,43395,0.47,0.19,117.86,69.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-28,UR,0,36819,43395,0,0.19,117.86,69.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-29,UR,121,36819,43516,0.33,0.12,118.19,45.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-30,UR,0,36819,43516,0,NA,118.19,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-31,UR,0,36819,43516,0,NA,118.19,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-11-01,UR,0,36819,43516,0,NA,118.19,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-21,VD,1,814762,1,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-22,VD,0,814762,1,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-23,VD,0,814762,1,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-24,VD,0,814762,1,0,0,0,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-25,VD,0,814762,1,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-26,VD,0,814762,1,0,0,0,1.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-27,VD,0,814762,1,0,0,0,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-28,VD,0,814762,1,0,0,0,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-29,VD,10,814762,11,0,0,0,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-30,VD,85,814762,96,0.01,0,0.01,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-31,VD,0,814762,96,0,0,0.01,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-01,VD,0,814762,96,0,0,0.01,13.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-02,VD,0,814762,96,0,0,0.01,12.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-03,VD,0,814762,96,0,0,0.01,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-04,VD,0,814762,96,0,0,0.01,14.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-05,VD,0,814762,96,0,0,0.01,29.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-06,VD,0,814762,96,0,0,0.01,34.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-07,VD,101,814762,197,0.01,0,0.02,39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-08,VD,107,814762,304,0.01,0.01,0.04,122.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-09,VD,35,814762,339,0,0.03,0.04,258.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-10,VD,30,814762,369,0,0.05,0.05,425.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-11,VD,587,814762,956,0.07,0.07,0.12,550.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-12,VD,951,814762,1907,0.12,0.09,0.23,709.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-13,VD,1170,814762,3077,0.14,0.09,0.38,732.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-14,VD,971,814762,4048,0.12,0.09,0.5,758.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-15,VD,1222,814762,5270,0.15,0.11,0.65,906.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-16,VD,197,814762,5467,0.02,0.12,0.67,1016.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-17,VD,209,814762,5676,0.03,0.14,0.7,1142.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-18,VD,1626,814762,7302,0.2,0.16,0.9,1333.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-19,VD,1723,814762,9025,0.21,0.18,1.11,1452.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-20,VD,2050,814762,11075,0.25,0.18,1.36,1453.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-21,VD,2309,814762,13384,0.28,0.18,1.64,1451.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-22,VD,2052,814762,15436,0.25,0.19,1.89,1529.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-23,VD,203,814762,15639,0.02,0.2,1.92,1626.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-24,VD,199,814762,15838,0.02,0.2,1.94,1684.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-25,VD,2173,814762,18011,0.27,0.21,2.21,1729.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-26,VD,2400,814762,20411,0.29,0.21,2.51,1727.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-27,VD,2457,814762,22868,0.3,0.21,2.81,1698.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-28,VD,2620,814762,25488,0.32,0.2,3.13,1670.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-29,VD,2041,814762,27529,0.25,0.21,3.38,1689.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-30,VD,0,814762,27529,0,0.2,3.38,1671,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-31,VD,0,814762,27529,0,0.2,3.38,1658.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-01,VD,2307,814762,29836,0.28,0.2,3.66,1642.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-02,VD,2272,814762,32108,0.28,0.2,3.94,1638.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-03,VD,2367,814762,34475,0.29,0.21,4.23,1672,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-04,VD,2512,814762,36987,0.31,0.21,4.54,1700.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-05,VD,2014,814762,39001,0.25,0.21,4.79,1747.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-06,VD,232,814762,39233,0.03,0.22,4.82,1824.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-07,VD,198,814762,39431,0.02,0.23,4.84,1911.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-08,VD,2638,814762,42069,0.32,0.25,5.16,2021.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-09,VD,2809,814762,44878,0.34,0.27,5.51,2179.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-10,VD,2979,814762,47857,0.37,0.27,5.87,2200.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-11,VD,3281,814762,51138,0.4,0.27,6.28,2227.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-12,VD,3121,814762,54259,0.38,0.28,6.66,2246.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-13,VD,379,814762,54638,0.05,0.27,6.71,2227.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-14,VD,384,814762,55022,0.05,0.26,6.75,2149.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-15,VD,2774,814762,57796,0.34,0.25,7.09,2034.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-16,VD,2677,814762,60473,0.33,0.23,7.42,1904.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-17,VD,2430,814762,62903,0.3,0.23,7.72,1893,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-18,VD,2474,814762,65377,0.3,0.23,8.02,1855.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-19,VD,2213,814762,67590,0.27,0.21,8.3,1705,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-20,VD,299,814762,67889,0.04,0.21,8.33,1715.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-21,VD,121,814762,68010,0.01,0.22,8.35,1760.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-22,VD,1721,814762,69731,0.21,0.21,8.56,1743.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-23,VD,2752,814762,72483,0.34,0.21,8.9,1746,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-24,VD,2742,814762,75225,0.34,0.21,9.23,1728.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-25,VD,2359,814762,77584,0.29,0.21,9.52,1740,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-26,VD,2228,814762,79812,0.27,0.23,9.8,1854.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-27,VD,177,814762,79989,0.02,0.22,9.82,1775.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-28,VD,201,814762,80190,0.02,0.2,9.84,1676,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-01,VD,2525,814762,82715,0.31,0.21,10.15,1732,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-02,VD,2197,814762,84912,0.27,0.2,10.42,1672.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-03,VD,2045,814762,86957,0.25,0.2,10.67,1673.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-04,VD,2751,814762,89708,0.34,0.2,11.01,1644.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-05,VD,1809,814762,91517,0.22,0.19,11.23,1526.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-06,VD,187,814762,91704,0.02,0.19,11.26,1513.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-07,VD,0,814762,91704,0,0.19,11.26,1522.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-08,VD,1697,814762,93401,0.21,0.18,11.46,1470.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-09,VD,2106,814762,95507,0.26,0.18,11.72,1502.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-10,VD,2109,814762,97616,0.26,0.19,11.98,1523.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-11,VD,2387,814762,100003,0.29,0.19,12.27,1526.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-12,VD,2033,814762,102036,0.25,0.21,12.52,1712.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-13,VD,332,814762,102368,0.04,0.23,12.56,1885.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-14,VD,22,814762,102390,0,0.26,12.57,2084.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-15,VD,2999,814762,105389,0.37,0.29,12.93,2324.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-16,VD,3317,814762,108706,0.41,0.32,13.34,2593.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-17,VD,3503,814762,112209,0.43,0.32,13.77,2599.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-18,VD,4065,814762,116274,0.5,0.32,14.27,2624.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-19,VD,3916,814762,120190,0.48,0.33,14.75,2660.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-20,VD,377,814762,120567,0.05,0.34,14.8,2764.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-21,VD,197,814762,120764,0.02,0.35,14.82,2835.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-22,VD,3251,814762,124015,0.4,0.35,15.22,2843.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-23,VD,4043,814762,128058,0.5,0.35,15.72,2806.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-24,VD,3998,814762,132056,0.49,0.34,16.21,2791.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-25,VD,4120,814762,136176,0.51,0.34,16.71,2802,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-26,VD,3659,814762,139835,0.45,0.35,17.16,2843.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-27,VD,275,814762,140110,0.03,0.34,17.2,2814,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-28,VD,268,814762,140378,0.03,0.34,17.23,2770.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-29,VD,3544,814762,143922,0.43,0.33,17.66,2700.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-30,VD,3834,814762,147756,0.47,0.3,18.13,2430.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-31,VD,3695,814762,151451,0.45,0.3,18.59,2411.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-01,VD,3629,814762,155080,0.45,0.29,19.03,2373.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-02,VD,1767,814762,156847,0.22,0.25,19.25,2061,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-03,VD,145,814762,156992,0.02,0.24,19.27,1979.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-04,VD,0,814762,156992,0,0.24,19.27,1923,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-05,VD,1357,814762,158349,0.17,0.23,19.44,1887.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-06,VD,3265,814762,161614,0.4,0.26,19.84,2121.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-07,VD,3298,814762,164912,0.4,0.26,20.24,2153,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-08,VD,3380,814762,168292,0.41,0.27,20.66,2194.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-09,VD,3408,814762,171700,0.42,0.3,21.07,2457.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-10,VD,363,814762,172063,0.04,0.3,21.12,2492,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-11,VD,291,814762,172354,0.04,0.31,21.15,2518.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-12,VD,3200,814762,175554,0.39,0.31,21.55,2515.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-13,VD,3504,814762,179058,0.43,0.3,21.98,2487.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
