date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202104,ZH,contact_vuln,31,indication,1553423,241,NA,0.002,0.2,0.6,0,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZH,contact_vuln,91,indication,1553423,332,NA,0.007,0.7000000000000001,0.6,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZH,contact_vuln,222,indication,1553423,554,NA,0.008,0.8,0.7000000000000001,0.01,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZH,contact_vuln,17,indication,1553423,571,NA,0.001,0.1,0.6,0,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZH,contact_vuln,23,indication,1553423,594,NA,0.001,0.1,0.5,0,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZH,contact_vuln,70,indication,1553423,664,NA,0.003,0.3,0.5,0,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZH,contact_vuln,376,indication,1553423,1040,NA,0.016,1.6,0.6,0.02,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZH,contact_vuln,119,indication,1553423,1159,NA,0.004,0.4,0.6,0.01,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZH,contact_vuln,62,indication,1553423,1221,NA,0.003,0.3,0.6,0,0.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZH,contact_vuln,110,indication,1553423,1331,NA,0.006,0.6,0.6,0.01,0.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZH,contact_vuln,389,indication,1553423,1720,NA,0.01,1,0.6,0.03,0.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZH,contact_vuln,470,indication,1553423,2190,NA,0.008,0.8,0.7000000000000001,0.03,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZH,contact_vuln,609,indication,1553423,2799,NA,0.009,0.8999999999999999,0.7000000000000001,0.04,0.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZH,contact_vuln,1256,indication,1553423,4055,NA,0.019,1.9,0.8999999999999999,0.08,0.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZH,contact_vuln,5209,indication,1553423,9264,NA,0.059,5.8999999999999995,1.7000000000000002,0.34,0.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZH,contact_vuln,5418,indication,1553423,14682,NA,0.06,6,2.3,0.35,0.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZH,contact_vuln,5285,indication,1553423,19967,NA,0.046,4.6,2.6,0.34,1.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZH,contact_vuln,5647,indication,1553423,25614,NA,0.054,5.4,3,0.36,1.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZH,contact_vuln,10079,indication,1553423,35693,NA,0.077,7.7,3.5999999999999996,0.65,2.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZH,contact_vuln,11223,indication,1553423,46916,NA,0.081,8.1,4.1000000000000005,0.72,3.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZH,contact_vuln,8971,indication,1553423,55887,NA,0.071,7.1,4.3999999999999995,0.58,3.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZH,contact_vuln,8213,indication,1553423,64100,NA,0.07,7.000000000000001,4.7,0.53,4.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZH,contact_vuln,6750,indication,1553423,70850,NA,0.073,7.3,4.8,0.43,4.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZH,contact_vuln,6343,indication,1553423,77193,NA,0.069,6.9,4.9,0.41,4.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZH,contact_vuln,4974,indication,1553423,82167,NA,0.06,6,5,0.32,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZH,contact_vuln,3861,indication,1553423,86028,NA,0.055,5.5,5,0.25,5.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZH,contact_vuln,1813,indication,1553423,87841,NA,0.051,5.1,5,0.12,5.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZH,contact_vuln,1053,indication,1553423,88894,NA,0.05,5,5,0.07,5.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZH,contact_vuln,840,indication,1553423,89734,NA,0.042,4.2,5,0.05,5.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZH,contact_vuln,820,indication,1553423,90554,NA,0.039,3.9,5,0.05,5.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZH,contact_vuln,895,indication,1553423,91449,NA,0.035,3.5000000000000004,5,0.06,5.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZH,contact_vuln,784,indication,1553423,92233,NA,0.034,3.4000000000000004,5,0.05,5.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZH,contact_vuln,981,indication,1553423,93214,NA,0.033,3.3000000000000003,4.9,0.06,6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZH,contact_vuln,1045,indication,1553423,94259,NA,0.031,3.1,4.9,0.07,6.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZH,contact_vuln,899,indication,1553423,95158,NA,0.03,3,4.9,0.06,6.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZH,contact_vuln,768,indication,1553423,95926,NA,0.031,3.1,4.9,0.05,6.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZH,contact_vuln,769,indication,1553423,96695,NA,0.028,2.8000000000000003,4.8,0.05,6.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZH,contact_vuln,850,indication,1553423,97545,NA,0.031,3.1,4.8,0.05,6.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZH,contact_vuln,668,indication,1553423,98213,NA,0.031,3.1,4.8,0.04,6.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZH,contact_vuln,468,indication,1553423,98681,NA,0.03,3,4.8,0.03,6.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZH,contact_comm,0,indication,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZH,contact_comm,0,indication,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZH,contact_comm,0,indication,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZH,contact_comm,0,indication,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZH,contact_comm,1,indication,1553423,1,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZH,contact_comm,4,indication,1553423,5,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZH,contact_comm,4,indication,1553423,9,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZH,contact_comm,24,indication,1553423,33,NA,0.001,0.1,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZH,contact_comm,24,indication,1553423,57,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZH,contact_comm,3,indication,1553423,60,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZH,contact_comm,14,indication,1553423,74,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZH,contact_comm,7,indication,1553423,81,NA,0,0,0,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZH,contact_comm,45,indication,1553423,126,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZH,contact_comm,12,indication,1553423,138,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZH,contact_comm,26,indication,1553423,164,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZH,contact_comm,33,indication,1553423,197,NA,0.001,0.1,0.1,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZH,contact_comm,120,indication,1553423,317,NA,0.002,0.2,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZH,contact_comm,144,indication,1553423,461,NA,0.002,0.2,0.1,0.01,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZH,contact_comm,329,indication,1553423,790,NA,0.005,0.5,0.2,0.02,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZH,contact_comm,357,indication,1553423,1147,NA,0.004,0.4,0.2,0.02,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZH,contact_comm,333,indication,1553423,1480,NA,0.004,0.4,0.2,0.02,0.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZH,contact_comm,593,indication,1553423,2073,NA,0.005,0.5,0.3,0.04,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZH,contact_comm,847,indication,1553423,2920,NA,0.008,0.8,0.3,0.05,0.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZH,contact_comm,1212,indication,1553423,4132,NA,0.009,0.8999999999999999,0.4,0.08,0.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZH,contact_comm,1578,indication,1553423,5710,NA,0.011,1.0999999999999999,0.5,0.1,0.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZH,contact_comm,1217,indication,1553423,6927,NA,0.01,1,0.6,0.08,0.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZH,contact_comm,1407,indication,1553423,8334,NA,0.012,1.2,0.6,0.09,0.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZH,contact_comm,1131,indication,1553423,9465,NA,0.012,1.2,0.6,0.07,0.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZH,contact_comm,1346,indication,1553423,10811,NA,0.015,1.5,0.7000000000000001,0.09,0.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZH,contact_comm,982,indication,1553423,11793,NA,0.012,1.2,0.7000000000000001,0.06,0.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZH,contact_comm,988,indication,1553423,12781,NA,0.014,1.4000000000000001,0.7000000000000001,0.06,0.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZH,contact_comm,479,indication,1553423,13260,NA,0.013,1.3,0.8,0.03,0.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZH,contact_comm,279,indication,1553423,13539,NA,0.013,1.3,0.8,0.02,0.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZH,contact_comm,243,indication,1553423,13782,NA,0.012,1.2,0.8,0.02,0.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZH,contact_comm,255,indication,1553423,14037,NA,0.012,1.2,0.8,0.02,0.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZH,contact_comm,281,indication,1553423,14318,NA,0.011,1.0999999999999999,0.8,0.02,0.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZH,contact_comm,270,indication,1553423,14588,NA,0.012,1.2,0.8,0.02,0.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZH,contact_comm,383,indication,1553423,14971,NA,0.013,1.3,0.8,0.02,0.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZH,contact_comm,450,indication,1553423,15421,NA,0.013,1.3,0.8,0.03,0.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZH,contact_comm,424,indication,1553423,15845,NA,0.014,1.4000000000000001,0.8,0.03,1.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZH,contact_comm,333,indication,1553423,16178,NA,0.014,1.4000000000000001,0.8,0.02,1.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZH,contact_comm,373,indication,1553423,16551,NA,0.014,1.4000000000000001,0.8,0.02,1.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZH,contact_comm,405,indication,1553423,16956,NA,0.015,1.5,0.8,0.03,1.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZH,contact_comm,356,indication,1553423,17312,NA,0.017,1.7000000000000002,0.8,0.02,1.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZH,contact_comm,244,indication,1553423,17556,NA,0.015,1.5,0.8,0.02,1.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZH,other,1,indication,1553423,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,ZH,other,1,indication,1553423,2,NA,0.167,16.7,28.599999999999998,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,ZH,other,94,indication,1553423,96,NA,0.048,4.8,4.9,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,ZH,other,164,indication,1553423,260,NA,0.043,4.3,4.5,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,ZH,other,4791,indication,1553423,5051,NA,0.235,23.5,19.3,0.31,0.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,ZH,other,3245,indication,1553423,8296,NA,0.197,19.7,19.400000000000002,0.21,0.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,ZH,other,1137,indication,1553423,9433,NA,0.087,8.7,16.900000000000002,0.07,0.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,ZH,other,8647,indication,1553423,18080,NA,0.303,30.3,21.4,0.56,1.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,ZH,other,1633,indication,1553423,19713,NA,0.093,9.3,19.3,0.11,1.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,ZH,other,3108,indication,1553423,22821,NA,0.162,16.2,18.8,0.2,1.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,ZH,other,5359,indication,1553423,28180,NA,0.245,24.5,19.7,0.34,1.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,ZH,other,5549,indication,1553423,33729,NA,0.231,23.1,20.200000000000003,0.36,2.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,ZH,other,9504,indication,1553423,43233,NA,0.311,31.1,21.9,0.61,2.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,ZH,other,2815,indication,1553423,46048,NA,0.147,14.7,21.3,0.18,2.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,ZH,other,1593,indication,1553423,47641,NA,0.08,8,20.1,0.1,3.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,ZH,other,4865,indication,1553423,52506,NA,0.131,13.100000000000001,19.2,0.31,3.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,ZH,other,5258,indication,1553423,57764,NA,0.085,8.5,17.2,0.34,3.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,ZH,other,3557,indication,1553423,61321,NA,0.054,5.4,15.299999999999999,0.23,3.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,ZH,other,4743,indication,1553423,66064,NA,0.072,7.199999999999999,14.2,0.31,4.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,ZH,other,26902,indication,1553423,92966,NA,0.306,30.599999999999998,16.8,1.73,5.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,ZH,other,36034,indication,1553423,129000,NA,0.401,40.1,20,2.32,8.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,ZH,other,42892,indication,1553423,171892,NA,0.373,37.3,22.6,2.76,11.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,ZH,other,46641,indication,1553423,218533,NA,0.45,45,25.3,3,14.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,ZH,other,82046,indication,1553423,300579,NA,0.625,62.5,30.2,5.28,19.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,ZH,other,103631,indication,1553423,404210,NA,0.751,75.1,35.699999999999996,6.67,26.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,ZH,other,94120,indication,1553423,498330,NA,0.749,74.9,39.6,6.06,32.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,ZH,other,92299,indication,1553423,590629,NA,0.786,78.60000000000001,42.9,5.94,38.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,ZH,other,75953,indication,1553423,666582,NA,0.82,82,45.4,4.89,42.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,ZH,other,75843,indication,1553423,742425,NA,0.824,82.39999999999999,47.599999999999994,4.88,47.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,ZH,other,66340,indication,1553423,808765,NA,0.801,80.10000000000001,49.2,4.27,52.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,ZH,other,54394,indication,1553423,863159,NA,0.775,77.5,50.4,3.5,55.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,ZH,other,27397,indication,1553423,890556,NA,0.771,77.10000000000001,50.9,1.76,57.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,ZH,other,16225,indication,1553423,906781,NA,0.769,76.9,51.2,1.04,58.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,ZH,other,15744,indication,1553423,922525,NA,0.786,78.60000000000001,51.5,1.01,59.39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,ZH,other,16594,indication,1553423,939119,NA,0.782,78.2,51.800000000000004,1.07,60.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,ZH,other,19677,indication,1553423,958796,NA,0.779,77.9,52.2,1.27,61.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,ZH,other,18128,indication,1553423,976924,NA,0.779,77.9,52.5,1.17,62.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,ZH,other,23594,indication,1553423,1000518,NA,0.786,78.60000000000001,52.900000000000006,1.52,64.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,ZH,other,26354,indication,1553423,1026872,NA,0.787,78.7,53.400000000000006,1.7,66.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,ZH,other,23036,indication,1553423,1049908,NA,0.777,77.7,53.800000000000004,1.48,67.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,ZH,other,19041,indication,1553423,1068949,NA,0.773,77.3,54,1.23,68.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,ZH,other,21362,indication,1553423,1090311,NA,0.786,78.60000000000001,54.400000000000006,1.38,70.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,ZH,other,21303,indication,1553423,1111614,NA,0.78,78,54.7,1.37,71.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,ZH,other,16644,indication,1553423,1128258,NA,0.774,77.4,54.900000000000006,1.07,72.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,ZH,other,11922,indication,1553423,1140180,NA,0.753,75.3,55.1,0.77,73.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AG,risk_groups,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AI,risk_groups,45,indication,16293,45,NA,0.999,99.9,99.9,0.28,0.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AR,risk_groups,0,indication,55309,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BE,risk_groups,0,indication,1043132,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BL,risk_groups,0,indication,290969,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BS,risk_groups,0,indication,196735,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,CH,risk_groups,1081,indication,8670300,1081,NA,0.957,95.7,95.7,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,CHFL,risk_groups,1081,indication,8709355,1081,NA,0.957,95.7,95.7,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,FL,risk_groups,0,indication,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,FR,risk_groups,0,indication,325496,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GE,risk_groups,0,indication,506343,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GL,risk_groups,0,indication,40851,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,GR,risk_groups,0,indication,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,JU,risk_groups,0,indication,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,LU,risk_groups,559,indication,416347,559,NA,0.9249999999999999,92.5,92.5,0.13,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,NE,risk_groups,0,indication,175894,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,NW,risk_groups,118,indication,43520,118,NA,1,100,100,0.27,0.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,OW,risk_groups,0,indication,38108,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,SG,risk_groups,0,indication,514504,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,SH,risk_groups,0,indication,83107,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,SO,risk_groups,0,indication,277462,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,SZ,risk_groups,99,indication,162157,99,NA,1,100,100,0.06,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,TG,risk_groups,18,indication,282909,18,NA,1,100,100,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,TI,risk_groups,0,indication,350986,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,UR,risk_groups,0,indication,36819,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,VD,risk_groups,0,indication,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,VS,risk_groups,0,indication,348503,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZG,risk_groups,242,indication,128794,242,NA,1,100.00000000000001,100.00000000000001,0.19,0.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,ZH,risk_groups,0,indication,1553423,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AG,risk_groups,237,indication,694072,237,NA,0.9710000000000001,97.1,96.8,0.03,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AI,risk_groups,0,indication,16293,45,NA,NA,NA,99.9,0,0.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AR,risk_groups,2,indication,55309,2,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BE,risk_groups,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BL,risk_groups,238,indication,290969,238,NA,0.9289999999999999,92.9,92.9,0.08,0.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BS,risk_groups,1796,indication,196735,1796,NA,0.8190000000000001,81.9,81.9,0.91,0.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,CH,risk_groups,4702,indication,8670300,5783,NA,0.895,89.5,90.5,0.05,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,CHFL,risk_groups,4702,indication,8709355,5783,NA,0.895,89.5,90.5,0.05,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,FL,risk_groups,0,indication,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,FR,risk_groups,679,indication,325496,679,NA,0.935,93.5,93.5,0.21,0.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GE,risk_groups,46,indication,506343,46,NA,0.807,80.7,80.7,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GL,risk_groups,1,indication,40851,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,GR,risk_groups,0,indication,200096,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,JU,risk_groups,0,indication,73709,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,LU,risk_groups,500,indication,416347,1059,NA,0.912,91.2,91.89999999999999,0.12,0.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,NE,risk_groups,200,indication,175894,200,NA,0.952,95.2,95.2,0.11,0.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,NW,risk_groups,92,indication,43520,210,NA,0.979,97.9,99.10000000000001,0.21,0.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,OW,risk_groups,0,indication,38108,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,SG,risk_groups,1,indication,514504,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
